Dataset,Record_ID,Field,Issue,Severity,Status
Customer,201552,City,Missing city,Medium,Review
Customer,201577,City,Missing city,Medium,Review
Customer,201587,City,Missing city,Medium,Review
Customer,201589,City,Missing city,Medium,Review
Customer,201593,City,Missing city,Medium,Review
Customer,201595,City,Missing city,Medium,Review
Customer,201605,City,Missing city,Medium,Review
Customer,201673,City,Missing city,Medium,Review
Customer,201683,City,Missing city,Medium,Review
Customer,201688,City,Missing city,Medium,Review
Customer,201758,City,Missing city,Medium,Review
Customer,201764,City,Missing city,Medium,Review
Customer,201776,City,Missing city,Medium,Review
Customer,201786,City,Missing city,Medium,Review
Customer,201798,City,Missing city,Medium,Review
Customer,201824,City,Missing city,Medium,Review
Customer,201841,City,Missing city,Medium,Review
Customer,201869,City,Missing city,Medium,Review
Customer,201870,City,Missing city,Medium,Review
Customer,201875,City,Missing city,Medium,Review
Customer,201887,City,Missing city,Medium,Review
Customer,201939,City,Missing city,Medium,Review
Customer,201942,City,Missing city,Medium,Review
Customer,201951,City,Missing city,Medium,Review
Customer,201958,City,Missing city,Medium,Review
Customer,201963,City,Missing city,Medium,Review
Customer,201967,City,Missing city,Medium,Review
Customer,201989,City,Missing city,Medium,Review
Customer,202011,City,Missing city,Medium,Review
Customer,202039,City,Missing city,Medium,Review
Customer,202044,City,Missing city,Medium,Review
Customer,202047,City,Missing city,Medium,Review
Customer,202105,City,Missing city,Medium,Review
Customer,202132,City,Missing city,Medium,Review
Customer,202137,City,Missing city,Medium,Review
Customer,202184,City,Missing city,Medium,Review
Customer,202208,City,Missing city,Medium,Review
Customer,202213,City,Missing city,Medium,Review
Customer,202241,City,Missing city,Medium,Review
Customer,202291,City,Missing city,Medium,Review
Customer,202339,City,Missing city,Medium,Review
Customer,202379,City,Missing city,Medium,Review
Customer,202399,City,Missing city,Medium,Review
Customer,202477,City,Missing city,Medium,Review
Customer,202480,City,Missing city,Medium,Review
Customer,202484,City,Missing city,Medium,Review
Customer,202494,City,Missing city,Medium,Review
Customer,202514,City,Missing city,Medium,Review
Customer,202526,City,Missing city,Medium,Review
Customer,202529,City,Missing city,Medium,Review
Customer,202547,City,Missing city,Medium,Review
Customer,202584,City,Missing city,Medium,Review
Customer,202606,City,Missing city,Medium,Review
Customer,202614,City,Missing city,Medium,Review
Customer,202617,City,Missing city,Medium,Review
Customer,202632,City,Missing city,Medium,Review
Customer,202656,City,Missing city,Medium,Review
Customer,202670,City,Missing city,Medium,Review
Customer,202684,City,Missing city,Medium,Review
Customer,202711,City,Missing city,Medium,Review
Customer,202720,City,Missing city,Medium,Review
Customer,202726,City,Missing city,Medium,Review
Customer,202727,City,Missing city,Medium,Review
Customer,202776,City,Missing city,Medium,Review
Customer,202787,City,Missing city,Medium,Review
Customer,202797,City,Missing city,Medium,Review
Customer,202818,City,Missing city,Medium,Review
Customer,202823,City,Missing city,Medium,Review
Customer,202834,City,Missing city,Medium,Review
Customer,202846,City,Missing city,Medium,Review
Customer,202849,City,Missing city,Medium,Review
Customer,202853,City,Missing city,Medium,Review
Customer,202860,City,Missing city,Medium,Review
Customer,202865,City,Missing city,Medium,Review
Customer,202878,City,Missing city,Medium,Review
Customer,202880,City,Missing city,Medium,Review
Customer,202917,City,Missing city,Medium,Review
Customer,202962,City,Missing city,Medium,Review
Customer,202989,City,Missing city,Medium,Review
Customer,203060,City,Missing city,Medium,Review
Customer,203095,City,Missing city,Medium,Review
Customer,203163,City,Missing city,Medium,Review
Customer,203177,City,Missing city,Medium,Review
Customer,203182,City,Missing city,Medium,Review
Customer,203194,City,Missing city,Medium,Review
Customer,203226,City,Missing city,Medium,Review
Customer,203245,City,Missing city,Medium,Review
Customer,203250,City,Missing city,Medium,Review
Customer,203269,City,Missing city,Medium,Review
Customer,203283,City,Missing city,Medium,Review
Customer,203318,City,Missing city,Medium,Review
Customer,203328,City,Missing city,Medium,Review
Customer,203335,City,Missing city,Medium,Review
Customer,203354,City,Missing city,Medium,Review
Customer,203358,City,Missing city,Medium,Review
Customer,203387,City,Missing city,Medium,Review
Customer,203420,City,Missing city,Medium,Review
Customer,203434,City,Missing city,Medium,Review
Customer,203462,City,Missing city,Medium,Review
Customer,203475,City,Missing city,Medium,Review
Customer,203479,City,Missing city,Medium,Review
Customer,203501,City,Missing city,Medium,Review
Customer,203505,City,Missing city,Medium,Review
Customer,203531,City,Missing city,Medium,Review
Customer,203564,City,Missing city,Medium,Review
Customer,203632,City,Missing city,Medium,Review
Customer,203637,City,Missing city,Medium,Review
Customer,203658,City,Missing city,Medium,Review
Customer,203671,City,Missing city,Medium,Review
Customer,203677,City,Missing city,Medium,Review
Customer,203685,City,Missing city,Medium,Review
Customer,203701,City,Missing city,Medium,Review
Customer,203709,City,Missing city,Medium,Review
Customer,203779,City,Missing city,Medium,Review
Customer,203819,City,Missing city,Medium,Review
Customer,203833,City,Missing city,Medium,Review
Customer,203883,City,Missing city,Medium,Review
Customer,203944,City,Missing city,Medium,Review
Customer,203953,City,Missing city,Medium,Review
Customer,203968,City,Missing city,Medium,Review
Customer,204025,City,Missing city,Medium,Review
Customer,204047,City,Missing city,Medium,Review
Customer,204081,City,Missing city,Medium,Review
Customer,204099,City,Missing city,Medium,Review
Customer,204131,City,Missing city,Medium,Review
Customer,204146,City,Missing city,Medium,Review
Customer,204188,City,Missing city,Medium,Review
Customer,204219,City,Missing city,Medium,Review
Customer,204256,City,Missing city,Medium,Review
Customer,204260,City,Missing city,Medium,Review
Customer,204264,City,Missing city,Medium,Review
Customer,204273,City,Missing city,Medium,Review
Customer,204294,City,Missing city,Medium,Review
Customer,204306,City,Missing city,Medium,Review
Customer,204322,City,Missing city,Medium,Review
Customer,204335,City,Missing city,Medium,Review
Customer,204345,City,Missing city,Medium,Review
Customer,204357,City,Missing city,Medium,Review
Customer,204381,City,Missing city,Medium,Review
Customer,204430,City,Missing city,Medium,Review
Customer,204446,City,Missing city,Medium,Review
Customer,204468,City,Missing city,Medium,Review
Customer,204516,City,Missing city,Medium,Review
Customer,204540,City,Missing city,Medium,Review
Customer,204544,City,Missing city,Medium,Review
Customer,204588,City,Missing city,Medium,Review
Customer,204599,City,Missing city,Medium,Review
Customer,204629,City,Missing city,Medium,Review
Customer,204651,City,Missing city,Medium,Review
Customer,204675,City,Missing city,Medium,Review
Customer,204682,City,Missing city,Medium,Review
Customer,204702,City,Missing city,Medium,Review
Customer,204727,City,Missing city,Medium,Review
Customer,204731,City,Missing city,Medium,Review
Customer,204767,City,Missing city,Medium,Review
Customer,204794,City,Missing city,Medium,Review
Customer,204808,City,Missing city,Medium,Review
Customer,204826,City,Missing city,Medium,Review
Customer,204828,City,Missing city,Medium,Review
Customer,204842,City,Missing city,Medium,Review
Customer,204850,City,Missing city,Medium,Review
Customer,204912,City,Missing city,Medium,Review
Customer,204928,City,Missing city,Medium,Review
Customer,204932,City,Missing city,Medium,Review
Customer,204934,City,Missing city,Medium,Review
Customer,205001,City,Missing city,Medium,Review
Customer,205048,City,Missing city,Medium,Review
Customer,205072,City,Missing city,Medium,Review
Customer,205089,City,Missing city,Medium,Review
Customer,205100,City,Missing city,Medium,Review
Customer,205102,City,Missing city,Medium,Review
Customer,205106,City,Missing city,Medium,Review
Customer,205108,City,Missing city,Medium,Review
Customer,205120,City,Missing city,Medium,Review
Customer,205129,City,Missing city,Medium,Review
Customer,205161,City,Missing city,Medium,Review
Customer,205204,City,Missing city,Medium,Review
Customer,205206,City,Missing city,Medium,Review
Customer,205223,City,Missing city,Medium,Review
Customer,205243,City,Missing city,Medium,Review
Customer,205265,City,Missing city,Medium,Review
Customer,205266,City,Missing city,Medium,Review
Customer,205282,City,Missing city,Medium,Review
Customer,205309,City,Missing city,Medium,Review
Customer,205311,City,Missing city,Medium,Review
Customer,205316,City,Missing city,Medium,Review
Customer,205333,City,Missing city,Medium,Review
Customer,205340,City,Missing city,Medium,Review
Customer,205406,City,Missing city,Medium,Review
Customer,205419,City,Missing city,Medium,Review
Customer,205437,City,Missing city,Medium,Review
Customer,205438,City,Missing city,Medium,Review
Customer,205451,City,Missing city,Medium,Review
Customer,205457,City,Missing city,Medium,Review
Customer,205465,City,Missing city,Medium,Review
Customer,205489,City,Missing city,Medium,Review
Customer,205627,City,Missing city,Medium,Review
Customer,205632,City,Missing city,Medium,Review
Customer,205636,City,Missing city,Medium,Review
Customer,205645,City,Missing city,Medium,Review
Customer,205681,City,Missing city,Medium,Review
Customer,205684,City,Missing city,Medium,Review
Customer,205716,City,Missing city,Medium,Review
Customer,205725,City,Missing city,Medium,Review
Customer,205734,City,Missing city,Medium,Review
Customer,205798,City,Missing city,Medium,Review
Customer,205816,City,Missing city,Medium,Review
Customer,205834,City,Missing city,Medium,Review
Customer,205838,City,Missing city,Medium,Review
Customer,205865,City,Missing city,Medium,Review
Customer,205885,City,Missing city,Medium,Review
Customer,205917,City,Missing city,Medium,Review
Customer,205938,City,Missing city,Medium,Review
Customer,205939,City,Missing city,Medium,Review
Customer,205944,City,Missing city,Medium,Review
Customer,205954,City,Missing city,Medium,Review
Customer,205958,City,Missing city,Medium,Review
Customer,205964,City,Missing city,Medium,Review
Customer,205974,City,Missing city,Medium,Review
Customer,205984,City,Missing city,Medium,Review
Customer,205999,City,Missing city,Medium,Review
Customer,206037,City,Missing city,Medium,Review
Customer,206050,City,Missing city,Medium,Review
Customer,206055,City,Missing city,Medium,Review
Customer,206086,City,Missing city,Medium,Review
Customer,206116,City,Missing city,Medium,Review
Customer,206123,City,Missing city,Medium,Review
Customer,206138,City,Missing city,Medium,Review
Customer,206175,City,Missing city,Medium,Review
Customer,206176,City,Missing city,Medium,Review
Customer,206184,City,Missing city,Medium,Review
Customer,206185,City,Missing city,Medium,Review
Customer,206201,City,Missing city,Medium,Review
Customer,206231,City,Missing city,Medium,Review
Customer,206237,City,Missing city,Medium,Review
Customer,206250,City,Missing city,Medium,Review
Customer,206254,City,Missing city,Medium,Review
Customer,206256,City,Missing city,Medium,Review
Customer,206269,City,Missing city,Medium,Review
Customer,206359,City,Missing city,Medium,Review
Customer,206378,City,Missing city,Medium,Review
Customer,206395,City,Missing city,Medium,Review
Customer,206412,City,Missing city,Medium,Review
Customer,206416,City,Missing city,Medium,Review
Customer,206419,City,Missing city,Medium,Review
Customer,206421,City,Missing city,Medium,Review
Customer,206431,City,Missing city,Medium,Review
Customer,206470,City,Missing city,Medium,Review
Customer,206492,City,Missing city,Medium,Review
Customer,206493,City,Missing city,Medium,Review
Customer,206539,City,Missing city,Medium,Review
Customer,206598,City,Missing city,Medium,Review
Customer,206609,City,Missing city,Medium,Review
Customer,206643,City,Missing city,Medium,Review
Customer,206652,City,Missing city,Medium,Review
Customer,206662,City,Missing city,Medium,Review
Customer,206678,City,Missing city,Medium,Review
Customer,206685,City,Missing city,Medium,Review
Customer,206693,City,Missing city,Medium,Review
Customer,206705,City,Missing city,Medium,Review
Customer,206731,City,Missing city,Medium,Review
Customer,206739,City,Missing city,Medium,Review
Customer,206790,City,Missing city,Medium,Review
Customer,206851,City,Missing city,Medium,Review
Customer,206901,City,Missing city,Medium,Review
Customer,206908,City,Missing city,Medium,Review
Customer,206915,City,Missing city,Medium,Review
Customer,206986,City,Missing city,Medium,Review
Customer,206988,City,Missing city,Medium,Review
Customer,207006,City,Missing city,Medium,Review
Customer,207043,City,Missing city,Medium,Review
Customer,207050,City,Missing city,Medium,Review
Customer,207079,City,Missing city,Medium,Review
Customer,207081,City,Missing city,Medium,Review
Customer,207083,City,Missing city,Medium,Review
Customer,207102,City,Missing city,Medium,Review
Customer,207120,City,Missing city,Medium,Review
Customer,207177,City,Missing city,Medium,Review
Customer,207211,City,Missing city,Medium,Review
Customer,207225,City,Missing city,Medium,Review
Customer,207233,City,Missing city,Medium,Review
Customer,207256,City,Missing city,Medium,Review
Customer,207258,City,Missing city,Medium,Review
Customer,207265,City,Missing city,Medium,Review
Customer,207281,City,Missing city,Medium,Review
Customer,207282,City,Missing city,Medium,Review
Customer,207318,City,Missing city,Medium,Review
Customer,207421,City,Missing city,Medium,Review
Customer,207423,City,Missing city,Medium,Review
Customer,207430,City,Missing city,Medium,Review
Customer,207465,City,Missing city,Medium,Review
Customer,207482,City,Missing city,Medium,Review
Customer,207490,City,Missing city,Medium,Review
Customer,207494,City,Missing city,Medium,Review
Customer,207523,City,Missing city,Medium,Review
Customer,207548,City,Missing city,Medium,Review
Customer,207571,City,Missing city,Medium,Review
Customer,207593,City,Missing city,Medium,Review
Customer,207596,City,Missing city,Medium,Review
Customer,207637,City,Missing city,Medium,Review
Customer,207674,City,Missing city,Medium,Review
Customer,207713,City,Missing city,Medium,Review
Customer,207719,City,Missing city,Medium,Review
Customer,207725,City,Missing city,Medium,Review
Customer,207726,City,Missing city,Medium,Review
Customer,207738,City,Missing city,Medium,Review
Customer,207747,City,Missing city,Medium,Review
Customer,207761,City,Missing city,Medium,Review
Customer,207773,City,Missing city,Medium,Review
Customer,207780,City,Missing city,Medium,Review
Customer,207802,City,Missing city,Medium,Review
Customer,207808,City,Missing city,Medium,Review
Customer,207845,City,Missing city,Medium,Review
Customer,207847,City,Missing city,Medium,Review
Customer,207942,City,Missing city,Medium,Review
Customer,207975,City,Missing city,Medium,Review
Customer,208022,City,Missing city,Medium,Review
Customer,208086,City,Missing city,Medium,Review
Customer,208143,City,Missing city,Medium,Review
Customer,208181,City,Missing city,Medium,Review
Customer,208182,City,Missing city,Medium,Review
Customer,208183,City,Missing city,Medium,Review
Customer,208195,City,Missing city,Medium,Review
Customer,208217,City,Missing city,Medium,Review
Customer,208253,City,Missing city,Medium,Review
Customer,208261,City,Missing city,Medium,Review
Customer,208280,City,Missing city,Medium,Review
Customer,208283,City,Missing city,Medium,Review
Customer,208286,City,Missing city,Medium,Review
Customer,208300,City,Missing city,Medium,Review
Customer,208321,City,Missing city,Medium,Review
Customer,208343,City,Missing city,Medium,Review
Customer,208350,City,Missing city,Medium,Review
Customer,208355,City,Missing city,Medium,Review
Customer,208376,City,Missing city,Medium,Review
Customer,208387,City,Missing city,Medium,Review
Customer,208435,City,Missing city,Medium,Review
Customer,208444,City,Missing city,Medium,Review
Customer,208468,City,Missing city,Medium,Review
Customer,208476,City,Missing city,Medium,Review
Customer,208494,City,Missing city,Medium,Review
Customer,208502,City,Missing city,Medium,Review
Customer,208526,City,Missing city,Medium,Review
Customer,208544,City,Missing city,Medium,Review
Customer,208554,City,Missing city,Medium,Review
Customer,208556,City,Missing city,Medium,Review
Customer,208589,City,Missing city,Medium,Review
Customer,208595,City,Missing city,Medium,Review
Customer,208601,City,Missing city,Medium,Review
Customer,208620,City,Missing city,Medium,Review
Customer,208621,City,Missing city,Medium,Review
Customer,208642,City,Missing city,Medium,Review
Customer,208647,City,Missing city,Medium,Review
Customer,208660,City,Missing city,Medium,Review
Customer,208683,City,Missing city,Medium,Review
Customer,208684,City,Missing city,Medium,Review
Customer,208712,City,Missing city,Medium,Review
Customer,208745,City,Missing city,Medium,Review
Customer,208784,City,Missing city,Medium,Review
Customer,208799,City,Missing city,Medium,Review
Customer,208800,City,Missing city,Medium,Review
Customer,208821,City,Missing city,Medium,Review
Customer,208833,City,Missing city,Medium,Review
Customer,208864,City,Missing city,Medium,Review
Customer,208892,City,Missing city,Medium,Review
Customer,208899,City,Missing city,Medium,Review
Customer,208918,City,Missing city,Medium,Review
Customer,208953,City,Missing city,Medium,Review
Customer,208954,City,Missing city,Medium,Review
Customer,208969,City,Missing city,Medium,Review
Customer,208973,City,Missing city,Medium,Review
Customer,208975,City,Missing city,Medium,Review
Customer,209005,City,Missing city,Medium,Review
Customer,209032,City,Missing city,Medium,Review
Customer,209054,City,Missing city,Medium,Review
Customer,209125,City,Missing city,Medium,Review
Customer,209136,City,Missing city,Medium,Review
Customer,209146,City,Missing city,Medium,Review
Customer,209158,City,Missing city,Medium,Review
Customer,209165,City,Missing city,Medium,Review
Customer,209170,City,Missing city,Medium,Review
Customer,209176,City,Missing city,Medium,Review
Customer,209259,City,Missing city,Medium,Review
Customer,209305,City,Missing city,Medium,Review
Customer,209311,City,Missing city,Medium,Review
Customer,209324,City,Missing city,Medium,Review
Customer,209354,City,Missing city,Medium,Review
Customer,209365,City,Missing city,Medium,Review
Customer,209366,City,Missing city,Medium,Review
Customer,209378,City,Missing city,Medium,Review
Customer,209379,City,Missing city,Medium,Review
Customer,209386,City,Missing city,Medium,Review
Customer,209393,City,Missing city,Medium,Review
Customer,209421,City,Missing city,Medium,Review
Customer,209424,City,Missing city,Medium,Review
Customer,209438,City,Missing city,Medium,Review
Customer,209455,City,Missing city,Medium,Review
Customer,209470,City,Missing city,Medium,Review
Customer,209480,City,Missing city,Medium,Review
Customer,209516,City,Missing city,Medium,Review
Customer,209576,City,Missing city,Medium,Review
Customer,209612,City,Missing city,Medium,Review
Customer,209614,City,Missing city,Medium,Review
Customer,209642,City,Missing city,Medium,Review
Customer,209644,City,Missing city,Medium,Review
Customer,209646,City,Missing city,Medium,Review
Customer,209655,City,Missing city,Medium,Review
Customer,209706,City,Missing city,Medium,Review
Customer,209710,City,Missing city,Medium,Review
Customer,209728,City,Missing city,Medium,Review
Customer,209742,City,Missing city,Medium,Review
Customer,209763,City,Missing city,Medium,Review
Customer,209770,City,Missing city,Medium,Review
Customer,209792,City,Missing city,Medium,Review
Customer,209799,City,Missing city,Medium,Review
Customer,209809,City,Missing city,Medium,Review
Customer,209814,City,Missing city,Medium,Review
Customer,209821,City,Missing city,Medium,Review
Customer,209860,City,Missing city,Medium,Review
Customer,209864,City,Missing city,Medium,Review
Customer,209867,City,Missing city,Medium,Review
Customer,209878,City,Missing city,Medium,Review
Customer,209882,City,Missing city,Medium,Review
Customer,209894,City,Missing city,Medium,Review
Customer,209916,City,Missing city,Medium,Review
Customer,209940,City,Missing city,Medium,Review
Customer,209951,City,Missing city,Medium,Review
Customer,209980,City,Missing city,Medium,Review
