Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Age,Customer_Type,City,Region,Bank_Name,Branch_ID,Firm_Revenue,Expenses,Profit_Margin,Year,Month
306301,200142,Business,4554,348,5664,Fixed Deposit,04-08-2023,34,Business,Nagpur,North,HDFC Bank,1144,252494,434330,2.39,2023,2023-08
306302,207716,Current,82460,125,49950,Mutual Fund,22-11-2022,71,Employee,Kolhapur,East,HDFC Bank,1606,564083,485975,25.72,2022,2022-11
306303,203049,Current,67813,3316,18204,Fixed Deposit,22-11-2024,66,Business,Nagpur,North,HDFC Bank,1925,452540,174263,-46.76,2024,2024-11
306304,209628,Savings,26595,2156,13253,Mutual Fund,25-05-2022,19,Employee,Kolhapur,East,HDFC Bank,1553,224110,150800,-37.85,2022,2022-05
306305,209474,Business,24735,2647,24396,Fixed Deposit,21-07-2024,28,Individual,Solapur,South,HDFC Bank,1067,447272,419907,93.05,2024,2024-07
306306,202713,Business,18223,1448,41619,Recurring Deposit,07-06-2024,37,Individual,Mumbai,North,HDFC Bank,1508,698309,159788,-48.47,2024,2024-06
306307,201639,Savings,40297,2057,15269,Recurring Deposit,26-09-2022,30,Individual,Kolhapur,East,HDFC Bank,1937,868770,291321,-26.21,2022,2022-09
306308,204908,Savings,19674,2324,14388,Fixed Deposit,18-04-2023,18,Business,Mumbai,East,HDFC Bank,1408,370620,166023,-2,2023,2023-04
306309,202693,Business,66455,3641,9047,Fixed Deposit,06-04-2024,27,Employee,Solapur,East,HDFC Bank,1065,738465,454834,39.67,2024,2024-04
306310,200098,Business,63991,630,21901,Recurring Deposit,06-12-2024,61,Employee,Pune,South,HDFC Bank,1250,366272,145010,-7.91,2024,2024-12
306311,200215,Savings,68491,4585,5409,Recurring Deposit,28-06-2023,45,Business,Nashik,North,HDFC Bank,1927,746882,335671,62.25,2023,2023-06
306312,201778,Current,37187,1443,5982,Mutual Fund,23-01-2023,76,Individual,Pune,South,HDFC Bank,1349,230899,125780,-36.42,2023,2023-01
306313,206581,Savings,7736,1018,13173,Recurring Deposit,01-10-2023,24,Individual,Mumbai,West,HDFC Bank,1309,425396,369386,-7.76,2023,2023-10
306314,206456,Current,49893,2180,49291,Mutual Fund,09-06-2022,54,Business,Pune,West,HDFC Bank,1218,519640,112598,32.53,2022,2022-06
306315,204330,Business,91237,676,40864,Fixed Deposit,19-01-2025,19,Individual,Nashik,South,HDFC Bank,1309,425396,369386,-7.76,2025,2025-01
306316,205960,Business,73910,272,43551,Recurring Deposit,22-02-2023,76,Individual,Pune,West,HDFC Bank,1955,623216,493972,4.16,2023,2023-02
306317,207250,Business,78201,4283,20844,Mutual Fund,12-09-2022,29,Employee,Mumbai,West,HDFC Bank,1994,553448,166167,6.68,2022,2022-09
306318,204338,Business,70374,332,32306,Recurring Deposit,22-03-2023,33,Employee,Mumbai,East,HDFC Bank,1434,489301,273646,-1.02,2023,2023-03
306319,201759,Business,50409,2184,11751,Recurring Deposit,28-11-2024,37,Business,Nagpur,West,HDFC Bank,1726,989866,237579,-15.85,2024,2024-11
306320,201247,Savings,58897,2430,42103,Fixed Deposit,24-01-2024,21,Business,Pune,South,HDFC Bank,1972,512997,458267,1.02,2024,2024-01
306321,201120,Business,54854,3634,32051,Fixed Deposit,07-08-2023,70,Employee,Nagpur,South,HDFC Bank,1714,759223,44148,44.57,2023,2023-08
306322,200320,Business,92857,1020,13048,Fixed Deposit,13-04-2022,26,Individual,Pune,North,HDFC Bank,1799,125469,52574,13.77,2022,2022-04
306323,201840,Business,61943,3279,6278,Fixed Deposit,05-12-2022,34,Individual,Solapur,South,HDFC Bank,1023,141055,264179,-9.72,2022,2022-12
306324,204995,Business,56465,1814,5295,Recurring Deposit,23-05-2023,42,Individual,Nagpur,South,HDFC Bank,1082,527491,129655,38.9,2023,2023-05
306325,202587,Current,73356,1233,3955,Mutual Fund,14-09-2024,27,Individual,Solapur,North,HDFC Bank,1239,888354,247414,53.58,2024,2024-09
306326,203562,Business,81232,2314,11119,Fixed Deposit,22-09-2022,77,Business,Nagpur,East,HDFC Bank,1229,832356,101213,21.66,2022,2022-09
306327,201073,Current,95756,476,35060,Recurring Deposit,25-11-2023,40,Business,Nagpur,North,HDFC Bank,1136,239263,53815,-18.28,2023,2023-11
306328,206411,Current,13998,3533,15198,Recurring Deposit,02-04-2023,31,Employee,Pune,West,HDFC Bank,1559,298901,353623,5.46,2023,2023-04
306329,204178,Business,63925,3201,35966,Fixed Deposit,03-04-2022,79,Individual,Solapur,South,HDFC Bank,1493,397046,366876,25.17,2022,2022-04
306330,206387,Current,61821,4882,41196,Fixed Deposit,25-05-2022,74,Business,Solapur,North,HDFC Bank,1571,75223,495797,-11.02,2022,2022-05
306331,208416,Business,17753,2431,1967,Recurring Deposit,08-09-2024,35,Employee,Mumbai,North,HDFC Bank,1759,667434,386002,63.86,2024,2024-09
306332,207905,Current,51014,1922,33002,Fixed Deposit,26-02-2025,71,Employee,Solapur,West,HDFC Bank,1858,118468,155943,78.42,2025,2025-02
306333,203037,Savings,21204,4396,38502,Recurring Deposit,28-03-2024,56,Employee,Mumbai,West,HDFC Bank,1482,140787,305083,75.42,2024,2024-03
306334,204485,Business,82609,1375,4050,Recurring Deposit,22-02-2025,36,,Nashik,South,HDFC Bank,1875,157675,457465,90.06,2025,2025-02
306335,202635,Business,54421,2963,9175,Fixed Deposit,02-10-2024,29,Individual,Kolhapur,North,HDFC Bank,1628,127458,410392,-44.04,2024,2024-10
306336,200155,Current,63759,2853,48913,Recurring Deposit,16-11-2022,26,Individual,Pune,West,HDFC Bank,1435,134459,440240,-9.27,2022,2022-11
306337,203274,Savings,2333,2194,33041,Fixed Deposit,18-10-2023,71,Employee,Pune,East,HDFC Bank,1636,605785,206771,78.62,2023,2023-10
306338,200097,Business,66955,272,21760,Mutual Fund,07-08-2022,43,Individual,Nagpur,West,HDFC Bank,1488,80167,128157,45.38,2022,2022-08
306339,204399,Current,33374,2673.180557,22578,Mutual Fund,11-04-2023,45,Individual,Pune,North,HDFC Bank,1106,645333,497857,-9.25,2023,2023-04
306340,206305,Current,91408,2778,32383,Recurring Deposit,20-11-2022,64,Individual,Kolhapur,North,HDFC Bank,1097,68882,111621,41.81,2022,2022-11
306341,207869,Business,95198,1599,40528,Recurring Deposit,05-05-2024,36,Individual,Mumbai,East,HDFC Bank,1005,657164,90729,11.57,2024,2024-05
306342,209657,Current,64205,3527,34367,Fixed Deposit,09-08-2022,79,Individual,Pune,North,HDFC Bank,1711,71637,397129,33.02,2022,2022-08
306343,202792,Business,40777,4730,7269,Fixed Deposit,18-02-2025,72,Individual,Mumbai,South,HDFC Bank,1812,889508,403009,-43.03,2025,2025-02
306344,204636,Savings,93994,1015,13725,Fixed Deposit,06-11-2024,54,Business,Mumbai,East,HDFC Bank,1998,124501,55199,-8.95,2024,2024-11
306345,206579,Savings,67326,2564,39310,Recurring Deposit,28-08-2023,57,Business,Solapur,North,HDFC Bank,1487,263362,262504,90.11,2023,2023-08
306346,206497,Savings,41106,4796,37155,Recurring Deposit,16-11-2024,47,Business,Pune,South,HDFC Bank,1088,246436,57113,5.95,2024,2024-11
306347,205586,Savings,91428,2195,36196,Fixed Deposit,22-06-2022,65,Individual,Pune,South,HDFC Bank,1004,282701,148194,-14.1,2022,2022-06
306348,209735,Current,20164,4595,1045,Fixed Deposit,21-06-2022,27,Business,Solapur,North,HDFC Bank,1962,806882,174570,-40.6,2022,2022-06
306349,207004,Current,17064,3785,4501,Recurring Deposit,24-09-2023,76,Employee,Kolhapur,North,HDFC Bank,1177,596317,74584,19.3,2023,2023-09
306350,203983,Current,65532,594,34685,Mutual Fund,16-12-2024,22,Business,Kolhapur,East,HDFC Bank,1981,199298,458346,-14.85,2024,2024-12
306351,208861,Business,42103,4618,30009,Recurring Deposit,15-11-2022,29,Employee,Kolhapur,West,HDFC Bank,1048,684533,334321,28.27,2022,2022-11
306352,208534,Savings,6869,4330,11704,Mutual Fund,14-03-2025,40,Business,Nagpur,South,HDFC Bank,1728,524775,275301,51.36,2025,2025-03
306353,208275,Business,67365,2831,45683,Recurring Deposit,01-07-2024,27,Business,Mumbai,West,HDFC Bank,1541,118188,75897,-2.57,2024,2024-07
306354,204944,Savings,97827,1861,26686,Mutual Fund,03-09-2022,51,Business,Nagpur,West,HDFC Bank,1948,332766,325035,6.99,2022,2022-09
306355,202457,Business,69210,3092,48879,Recurring Deposit,02-10-2022,28,Business,Kolhapur,West,HDFC Bank,1960,224454,201088,54.07,2022,2022-10
306356,206072,Current,70000,203,44360,Fixed Deposit,16-04-2024,55,Individual,Mumbai,East,HDFC Bank,1642,225839,145485,-1.6,2024,2024-04
306357,204078,Current,52958,3687,1267,Mutual Fund,17-03-2023,77,Individual,Mumbai,North,HDFC Bank,1653,147907,80983,17.93,2023,2023-03
306358,207206,Current,53801,3563.412953,37432,Mutual Fund,26-07-2023,50,Business,Kolhapur,West,HDFC Bank,1292,,373494,-7.89,2023,2023-07
306359,204092,Business,15697,2460.299843,48325,Mutual Fund,04-08-2024,55,Individual,Mumbai,East,HDFC Bank,1557,528963,202030,39.71,2024,2024-08
306360,202080,Current,4394,1987,26958,Recurring Deposit,16-12-2024,26,Business,Nashik,East,HDFC Bank,1522,588533,71483,78.68,2024,2024-12
306361,201743,Current,10486,3598,42036,Recurring Deposit,11-09-2023,53,Employee,Mumbai,East,HDFC Bank,1016,366811,326818,9.12,2023,2023-09
306362,204884,Savings,31475,2011,37283,Recurring Deposit,31-01-2024,79,Individual,Pune,South,HDFC Bank,1459,649437,238318,70.19,2024,2024-01
306363,203249,Business,26106,1208,4476,Mutual Fund,14-01-2023,47,Business,Pune,North,HDFC Bank,1371,108846,109030,92.34,2023,2023-01
306364,204479,Business,9717,1412,45156,Fixed Deposit,23-04-2022,72,Employee,Kolhapur,East,HDFC Bank,1332,681032,272689,4.79,2022,2022-04
306365,208146,Current,92278,422,29664,Recurring Deposit,23-02-2025,30,Employee,Nashik,West,HDFC Bank,1574,51241,394133,47.89,2025,2025-02
306366,207867,Business,78066,2922,19184,Mutual Fund,28-10-2023,21,Individual,Pune,North,HDFC Bank,1229,832356,101213,21.66,2023,2023-10
306367,208406,Current,85030,4861,48614,Fixed Deposit,28-09-2023,54,Business,Nashik,South,HDFC Bank,1576,543086,473927,73.73,2023,2023-09
306368,204953,Business,24338,175,22110,Recurring Deposit,16-10-2022,34,Business,Pune,East,HDFC Bank,1352,,297054,-40.59,2022,2022-10
306369,208875,Savings,95402,1566,26371,Mutual Fund,14-04-2023,57,Business,Solapur,West,HDFC Bank,1154,581172,126846,80.14,2023,2023-04
306370,206350,Business,69266,4823,16302,Mutual Fund,21-05-2022,18,Employee,Kolhapur,South,HDFC Bank,1220,118288,152324,-11.1,2022,2022-05
306371,209503,Current,27240,4891,47577,Recurring Deposit,12-04-2024,70,Employee,Mumbai,West,HDFC Bank,1307,212676,466040,-46.73,2024,2024-04
306372,200570,Business,46050,2213,48612,Mutual Fund,29-01-2024,22,Business,Nagpur,South,HDFC Bank,1630,114735,327021,15.08,2024,2024-01
306373,208038,Business,39019,3275,31889,Fixed Deposit,05-08-2024,70,,Nagpur,North,HDFC Bank,1207,402838,129623,81.26,2024,2024-08
306374,203307,Savings,42812,143,16354,Fixed Deposit,21-06-2023,30,Individual,Nashik,North,HDFC Bank,1255,851690,146308,35.92,2023,2023-06
306375,205712,Business,72507,1858,46856,Fixed Deposit,11-07-2024,54,Business,Kolhapur,South,HDFC Bank,1612,398559,396994,97.59,2024,2024-07
306376,202476,Savings,62513,2078,29973,Fixed Deposit,07-03-2025,33,Business,Pune,South,HDFC Bank,1553,224110,150800,-37.85,2025,2025-03
306377,206070,Savings,95417,3016,36222,Recurring Deposit,20-04-2024,27,Business,Solapur,West,HDFC Bank,1878,992100,312637,81.86,2024,2024-04
306378,200551,Savings,86556,1541,42536,Mutual Fund,09-01-2023,39,Employee,Pune,South,HDFC Bank,1836,992330,381896,84.4,2023,2023-01
306379,207329,Current,66954,1263,37662,Recurring Deposit,17-08-2024,75,Business,Nagpur,East,HDFC Bank,1121,163874,355418,-32.31,2024,2024-08
306380,208304,Savings,1408,3305,19854,Mutual Fund,04-01-2023,52,Employee,Pune,East,HDFC Bank,1692,812543,310393,97.62,2023,2023-01
306381,209739,Business,61338,1758,12897,Mutual Fund,12-07-2024,72,Business,Kolhapur,East,HDFC Bank,1538,486359,133756,-21.98,2024,2024-07
306382,202045,Business,48281,3659,25274,Fixed Deposit,12-09-2023,46,Individual,Kolhapur,West,HDFC Bank,1018,938738,218097,40.11,2023,2023-09
306383,206615,Savings,25076,323,44410,Fixed Deposit,05-08-2023,69,Employee,Solapur,West,HDFC Bank,1370,747492,323473,55.31,2023,2023-08
306384,203336,Savings,7434,711,6123,Mutual Fund,17-03-2024,73,Business,Mumbai,North,HDFC Bank,1388,160800,438950,74.55,2024,2024-03
306385,206035,Savings,77726,4275,7150,Recurring Deposit,22-05-2023,58,Employee,Pune,East,HDFC Bank,1714,759223,44148,44.57,2023,2023-05
306386,205208,Current,27769,1532,39300,Fixed Deposit,06-10-2024,20,Employee,Nagpur,South,HDFC Bank,1828,758790,138245,-17.56,2024,2024-10
306387,205486,Savings,60431,2880,26199,Fixed Deposit,29-07-2024,74,Individual,Kolhapur,North,HDFC Bank,1184,291516,81564,46.63,2024,2024-07
306388,200215,Savings,78421,1611.609136,39374,Recurring Deposit,25-11-2022,45,Business,Nashik,North,HDFC Bank,1927,746882,335671,62.25,2022,2022-11
306389,208461,Savings,51519,3146,30514,Mutual Fund,05-07-2022,46,Individual,Nagpur,North,HDFC Bank,1670,228145,166526,43.43,2022,2022-07
306390,209016,Savings,91713,1563,46660,Recurring Deposit,23-06-2024,18,Business,Pune,South,HDFC Bank,1107,553367,463072,27.01,2024,2024-06
306391,206901,Savings,53032,927,3823,Fixed Deposit,16-11-2022,,Employee,,East,HDFC Bank,1023,141055,264179,-9.72,2022,2022-11
306392,208490,Business,26952,4303,33044,Mutual Fund,17-02-2024,25,Business,Mumbai,North,HDFC Bank,1193,350370,360843,-37.32,2024,2024-02
306393,201237,Business,22515,4308,42416,Mutual Fund,23-06-2023,56,Individual,Solapur,East,HDFC Bank,1832,535736,79707,0.4,2023,2023-06
306394,207002,Business,29039,2015,7718,Mutual Fund,04-05-2023,29,Individual,Nagpur,North,HDFC Bank,1071,288740,497515,-9.92,2023,2023-05
306395,206207,Current,52146,3697,6449,Fixed Deposit,09-07-2024,62,Employee,Nagpur,West,HDFC Bank,1173,636516,113167,33.33,2024,2024-07
306396,200769,Current,80949,1992,48342,Fixed Deposit,12-10-2023,47,Employee,Kolhapur,East,HDFC Bank,1498,582253,34952,1.04,2023,2023-10
306397,206773,Business,18681,2277,18226,Recurring Deposit,24-02-2024,60,Employee,Kolhapur,West,HDFC Bank,1489,231799,84727,11.97,2024,2024-02
306398,206975,Savings,57555,2952,39663,Mutual Fund,22-03-2022,73,Individual,Kolhapur,North,HDFC Bank,1157,,154403,21.3,2022,2022-03
306399,209704,Savings,2127,1900.783187,23776,Fixed Deposit,06-12-2024,22,Employee,Nagpur,South,HDFC Bank,1675,911226,307216,71.52,2024,2024-12
306400,208519,Current,86568,1361,31123,Fixed Deposit,14-05-2024,73,,Pune,South,HDFC Bank,1895,880623,276872,33.35,2024,2024-05
306401,206679,Current,25276,2425,44415,Mutual Fund,30-10-2023,66,Business,Nashik,South,HDFC Bank,1899,456261,269692,-24.56,2023,2023-10
306402,201409,Savings,60785,4181,34921,Recurring Deposit,03-01-2023,22,Employee,Pune,East,HDFC Bank,1227,990092,239838,9.35,2023,2023-01
306403,203386,Current,53260,1896,48902,Recurring Deposit,19-04-2022,72,Business,Nashik,North,HDFC Bank,1301,958204,294366,14.12,2022,2022-04
306404,204709,Savings,62724,1727,5395,Mutual Fund,07-11-2024,23,Business,Mumbai,West,HDFC Bank,1852,603322,455486,3.71,2024,2024-11
306405,206107,Business,60053,1682,8074,Recurring Deposit,07-10-2023,76,Business,Kolhapur,East,HDFC Bank,1428,69590,445766,71.38,2023,2023-10
306406,200417,Current,91839,1978,45601,Mutual Fund,08-11-2024,31,Employee,Kolhapur,East,HDFC Bank,1707,242269,258539,14.2,2024,2024-11
306407,206455,Business,25441,3548,46823,Fixed Deposit,26-03-2023,52,Employee,Nashik,East,HDFC Bank,1164,975264,115810,-6.68,2023,2023-03
306408,209675,Current,59897,352,21483,Fixed Deposit,01-08-2023,61,Employee,Nashik,West,HDFC Bank,1656,125155,486333,-2.1,2023,2023-08
306409,200369,Business,84871,1957,12382,Fixed Deposit,27-06-2022,29,Employee,Pune,West,HDFC Bank,1522,588533,71483,78.68,2022,2022-06
306410,202052,Business,84941,1893,11319,Recurring Deposit,06-01-2025,61,Individual,Mumbai,North,HDFC Bank,1139,245288,162674,94.18,2025,2025-01
306411,200108,Current,81236,3445,7165,Recurring Deposit,05-07-2024,31,,Nashik,North,HDFC Bank,1327,152201,149226,57.31,2024,2024-07
306412,201915,Current,68091,3402,33976,Recurring Deposit,12-11-2023,47,Business,Kolhapur,North,HDFC Bank,1483,969770,160996,52.17,2023,2023-11
306413,200182,Business,93961,3902,28608,Recurring Deposit,09-01-2023,31,Employee,Solapur,West,HDFC Bank,1418,168529,150902,86.45,2023,2023-01
306414,203363,Business,90590,913,37338,Mutual Fund,12-06-2024,46,Business,Nashik,East,HDFC Bank,1241,334277,234837,-13.74,2024,2024-06
306415,202887,Savings,92489,2856,8950,Recurring Deposit,14-02-2025,66,Individual,Solapur,South,HDFC Bank,1639,547554,340132,30.69,2025,2025-02
306416,208029,Business,54410,2924,35451,Recurring Deposit,01-05-2024,44,Business,Mumbai,West,HDFC Bank,1755,896294,407493,19.9,2024,2024-05
306417,205814,Current,52994,4849,8409,Recurring Deposit,24-07-2024,19,Employee,Nashik,South,HDFC Bank,1760,799656,166560,-21.12,2024,2024-07
306418,209300,Savings,96977,2852,21804,Recurring Deposit,15-11-2022,72,Employee,Mumbai,West,HDFC Bank,1591,515400,117140,63.85,2022,2022-11
306419,209389,Savings,85241,1419,24261,Recurring Deposit,28-10-2024,72,Individual,Solapur,West,HDFC Bank,1375,120736,264483,41.46,2024,2024-10
306420,208755,Business,56188,3068,9373,Mutual Fund,03-06-2023,52,Individual,Kolhapur,North,HDFC Bank,1622,872508,409251,-22.48,2023,2023-06
306421,207905,Savings,7801,1955,38621,Fixed Deposit,04-08-2023,71,Employee,Solapur,West,HDFC Bank,1858,118468,155943,78.42,2023,2023-08
306422,200643,Current,79490,1795,46309,Recurring Deposit,17-12-2023,79,Business,,West,HDFC Bank,1689,853712,368049,37.12,2023,2023-12
306423,204279,Current,27523,3597,16341,Fixed Deposit,10-12-2024,65,Business,Solapur,South,HDFC Bank,1898,306002,418725,41.58,2024,2024-12
306424,201290,Business,16456,756,14264,Recurring Deposit,03-08-2023,79,Individual,Mumbai,East,HDFC Bank,1570,149665,311714,-11.66,2023,2023-08
306425,202517,Savings,56800,4869,13253,Recurring Deposit,08-09-2022,76,Business,Nashik,East,HDFC Bank,1042,993460,488468,0.82,2022,2022-09
306426,203176,Business,33172,4242,47957,Mutual Fund,17-08-2022,40,Individual,Nashik,North,HDFC Bank,1676,211475,407180,66.32,2022,2022-08
306427,207868,Business,37398,4877,24747,Fixed Deposit,10-06-2024,61,Business,Nagpur,North,HDFC Bank,1548,990730,406514,-16.07,2024,2024-06
306428,209878,Business,64862,3521,11818,Mutual Fund,07-01-2025,19,Employee,,East,HDFC Bank,1186,150509,337315,3.72,2025,2025-01
306429,207549,Savings,47610,4699,12526,Fixed Deposit,02-07-2022,75,Business,Solapur,North,HDFC Bank,1604,132615,68342,41.91,2022,2022-07
306430,203184,Current,31562,208,12123,Mutual Fund,28-05-2022,73,Business,Solapur,East,HDFC Bank,1667,895164,109368,98.15,2022,2022-05
306431,208477,Current,75796,1304,1294,Mutual Fund,08-10-2022,36,Individual,Mumbai,East,HDFC Bank,1540,490746,259224,88.11,2022,2022-10
306432,200122,Savings,14414,3137,19146,Fixed Deposit,23-12-2022,,Individual,Nashik,East,HDFC Bank,1773,79803,164937,0.5,2022,2022-12
306433,208152,Business,88033,678,27444,Mutual Fund,08-05-2022,65,Employee,Kolhapur,South,HDFC Bank,1622,872508,409251,-22.48,2022,2022-05
306434,206140,Current,15587,2679,20506,Mutual Fund,28-01-2023,45,Employee,Solapur,South,HDFC Bank,1792,317151,334322,47.03,2023,2023-01
306435,200087,Business,82464,4346,14603,Recurring Deposit,03-09-2022,21,Employee,Solapur,West,HDFC Bank,1890,348714,179925,78.77,2022,2022-09
306436,200541,Current,15155,4088,12995,Fixed Deposit,12-04-2024,51,Business,Mumbai,West,HDFC Bank,1883,866875,345688,49.06,2024,2024-04
306437,208171,Business,78430,2141,42977,Mutual Fund,12-01-2023,69,Individual,Nagpur,South,HDFC Bank,1151,931870,417137,60.89,2023,2023-01
306438,204047,Business,75908,1512,42459,Fixed Deposit,21-08-2022,69,Employee,,North,HDFC Bank,1214,891396,466522,24.05,2022,2022-08
306439,209083,Business,37321,3735,14599,Mutual Fund,09-05-2022,47,Employee,Nagpur,South,HDFC Bank,1579,672162,272750,87.79,2022,2022-05
306440,206026,Current,55287,1324,36563,Mutual Fund,24-08-2024,26,Individual,Pune,West,HDFC Bank,1083,590910,395017,59.66,2024,2024-08
306441,209800,Business,67709,310,47285,Recurring Deposit,11-12-2024,38,Individual,Nashik,South,HDFC Bank,1437,,33606,-5.87,2024,2024-12
306442,204515,Current,52527,680,7563,Recurring Deposit,14-11-2023,47,Business,Mumbai,East,HDFC Bank,1848,,280404,10.88,2023,2023-11
306443,203695,Current,95091,1831,47754,Recurring Deposit,06-01-2025,34,Employee,Pune,South,HDFC Bank,1274,831738,147776,36.64,2025,2025-01
306444,200691,Current,11895,4661,25186,Recurring Deposit,20-04-2024,77,Employee,Pune,West,HDFC Bank,1310,305379,147364,79.04,2024,2024-04
306445,204612,Current,57118,4840,35149,Mutual Fund,14-06-2024,49,Employee,Solapur,East,HDFC Bank,1715,835311,308048,39.52,2024,2024-06
306446,208905,Savings,28438,4426,21607,Fixed Deposit,14-11-2024,52,Individual,Pune,East,HDFC Bank,1209,,95647,5.72,2024,2024-11
306447,201279,Current,35299,2736,6422,Recurring Deposit,14-03-2025,70,Individual,Mumbai,West,HDFC Bank,1303,213633,285632,51.95,2025,2025-03
306448,200915,Business,95280,353,40227,Mutual Fund,23-09-2024,77,Business,Kolhapur,East,HDFC Bank,1493,397046,366876,25.17,2024,2024-09
306449,204195,Current,76771,2877,42349,Recurring Deposit,22-04-2023,22,Individual,Mumbai,South,HDFC Bank,1732,634719,228900,87.19,2023,2023-04
306450,207155,Business,81494,1367.011375,43891,Mutual Fund,05-06-2022,38,Business,Nashik,East,HDFC Bank,1609,662508,238401,63.04,2022,2022-06
306451,201304,Savings,6218,217.6610249,21595,Fixed Deposit,11-10-2023,48,Employee,Kolhapur,North,HDFC Bank,1799,125469,52574,13.77,2023,2023-10
306452,201256,Current,87410,1482.231075,47269,Mutual Fund,26-02-2023,39,Business,Solapur,East,HDFC Bank,1135,175873,20946,55.55,2023,2023-02
306453,202817,Savings,55482,3028,29010,Recurring Deposit,17-10-2024,29,Individual,Solapur,North,HDFC Bank,1427,306103,469109,-17.41,2024,2024-10
306454,209099,Current,94838,2198,14488,Fixed Deposit,09-07-2022,46,Individual,Pune,West,HDFC Bank,1753,708640,256332,11.25,2022,2022-07
306455,200027,Current,64924,2960,16371,Mutual Fund,10-04-2022,19,Employee,Pune,East,HDFC Bank,1555,319006,363767,-1.84,2022,2022-04
306456,206187,Savings,65120,4080,19257,Mutual Fund,08-02-2023,63,Business,Mumbai,North,HDFC Bank,1086,744479,53750,88.35,2023,2023-02
306457,206454,Business,46914,4942,15706,Mutual Fund,02-01-2025,34,Business,Nashik,West,HDFC Bank,1997,621061,220131,40.53,2025,2025-01
306458,203975,Business,37384,3960,2681,Fixed Deposit,22-04-2024,51,Individual,Nagpur,West,HDFC Bank,1867,112936,463017,-44.39,2024,2024-04
306459,206011,Business,95406,3070,8365,Mutual Fund,23-07-2022,,Business,Solapur,North,HDFC Bank,1915,81491,440643,66.59,2022,2022-07
306460,201396,Current,3774,180,3820,Mutual Fund,17-03-2024,39,Employee,Solapur,West,HDFC Bank,1125,882724,350146,72.08,2024,2024-03
306461,201067,Business,20477,3187,44096,Fixed Deposit,07-12-2024,47,Employee,Kolhapur,North,HDFC Bank,1735,655576,138432,-45.71,2024,2024-12
306462,208202,Business,27432,4343,45806,Mutual Fund,23-06-2022,41,Business,Kolhapur,East,HDFC Bank,1691,75224,300760,-22.01,2022,2022-06
306463,203783,Current,26145,483,29458,Recurring Deposit,02-10-2023,72,Employee,Kolhapur,East,HDFC Bank,1079,631559,213405,-13.91,2023,2023-10
306464,209114,Savings,15195,3604,39776,Fixed Deposit,03-08-2024,73,Business,Kolhapur,North,HDFC Bank,1106,645333,497857,-9.25,2024,2024-08
306465,204600,Business,12722,3499,26900,Mutual Fund,27-12-2023,53,Business,Nashik,South,HDFC Bank,1515,943560,228782,26.07,2023,2023-12
306466,205588,Savings,92122,3985,28005,Mutual Fund,15-10-2023,65,Employee,Pune,South,HDFC Bank,1587,102100,80889,36.04,2023,2023-10
306467,209336,Current,86643,2761,39371,Fixed Deposit,19-06-2022,40,Business,Nashik,West,HDFC Bank,1248,,59554,-42.5,2022,2022-06
306468,208090,Current,70051,3672,16915,Mutual Fund,03-11-2024,70,Individual,Nagpur,South,HDFC Bank,1338,518661,388470,99.64,2024,2024-11
306469,207181,Business,40380,4769,25866,Mutual Fund,07-05-2023,75,Business,Solapur,East,HDFC Bank,1367,272344,35397,57.22,2023,2023-05
306470,206620,Business,27060,2523,14994,Fixed Deposit,19-06-2024,71,Individual,Solapur,South,HDFC Bank,1006,96520,273124,19.48,2024,2024-06
306471,205527,Savings,92680,4355,32992,Fixed Deposit,23-05-2022,35,Employee,Kolhapur,West,HDFC Bank,1127,501483,122453,34.48,2022,2022-05
306472,206719,Business,30297,2416,22631,Fixed Deposit,08-07-2022,,Individual,Pune,East,HDFC Bank,1089,658793,482561,76.27,2022,2022-07
306473,206807,Savings,39081,2925,29232,Mutual Fund,06-07-2023,29,Business,Nashik,South,HDFC Bank,1086,744479,53750,88.35,2023,2023-07
306474,205877,Current,57712,1159.259405,31423,Mutual Fund,20-07-2022,31,Business,Pune,North,HDFC Bank,1967,137406,418130,80.73,2022,2022-07
306475,201921,Savings,25236,1568,14457,Recurring Deposit,19-02-2023,,,Pune,East,HDFC Bank,1675,911226,307216,71.52,2023,2023-02
306476,204019,Current,44374,2717,30876,Mutual Fund,04-06-2024,57,,Kolhapur,South,HDFC Bank,1174,613918,190021,18.22,2024,2024-06
306477,208459,Business,79003,855,2847,Mutual Fund,18-08-2022,32,Individual,Pune,West,HDFC Bank,1920,597247,487328,-13.4,2022,2022-08
306478,204288,Savings,44982,2397,46157,Fixed Deposit,25-08-2022,45,Individual,Solapur,West,HDFC Bank,1301,958204,294366,14.12,2022,2022-08
306479,204052,Savings,49376,2527,4873,Fixed Deposit,14-03-2023,60,Individual,Pune,North,HDFC Bank,1220,118288,152324,-11.1,2023,2023-03
306480,205084,Savings,79982,2977,30443,Mutual Fund,23-06-2024,,Employee,Nagpur,West,HDFC Bank,1416,590360,52605,54.5,2024,2024-06
306481,200093,Business,10528,1808,36539,Mutual Fund,09-11-2023,21,Employee,Nagpur,North,HDFC Bank,1436,300473,208702,84.71,2023,2023-11
306482,208489,Business,54432,3198,14718,Fixed Deposit,09-01-2023,62,Business,Mumbai,East,HDFC Bank,1901,592520,388369,47.25,2023,2023-01
