Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
305343,206693,Business,89717,1078,32521,Mutual Fund,11-07-2022
305344,208155,Business,47120,510,31168,Fixed Deposit,27-09-2023
305345,204279,Business,42046,514,11689,Recurring Deposit,10-05-2024
305346,203567,Current,10032,3314,38288,Fixed Deposit,01-09-2022
305347,207160,Savings,57727,3395,40420,Mutual Fund,14-06-2023
305348,209928,Business,88114,1900,13981,Recurring Deposit,18-02-2025
305349,203113,Business,89018,911,8956,Mutual Fund,02-07-2023
305350,209515,Current,58099,340,29535,Mutual Fund,18-10-2024
305351,208707,Business,39702,1457,13689,Mutual Fund,02-08-2022
305352,204214,Current,23667,790,26551,Fixed Deposit,01-06-2023
305353,203148,Business,87146,4953,36277,Mutual Fund,29-01-2024
305354,204887,Current,71557,1161,31560,Fixed Deposit,03-11-2023
305355,202886,Current,41121,4611,33045,Fixed Deposit,24-11-2023
305356,207290,Business,43350,1385,19182,Fixed Deposit,10-01-2025
305357,202481,Current,86165,214,43917,Mutual Fund,07-05-2022
305358,202010,Business,48282,4505,44795,Mutual Fund,26-03-2024
305359,201425,Business,96074,3734,33778,Mutual Fund,18-11-2022
305360,207517,Savings,12790,835,14061,Recurring Deposit,26-06-2024
305361,200667,Business,10002,2132,49486,Recurring Deposit,25-02-2023
305362,205532,Business,7549,3269,28270,Recurring Deposit,18-10-2022
305363,206472,Savings,56643,4527,32788,Recurring Deposit,18-11-2023
305364,200102,Savings,77636,4588,9731,Recurring Deposit,15-07-2024
305365,205460,Current,66766,2996.627519,19789,Mutual Fund,22-06-2023
305366,203685,Savings,28110,2996,43722,Mutual Fund,29-11-2024
305367,205164,Savings,22456,2517,12831,Mutual Fund,30-10-2022
305368,206488,Current,71979,4768,2152,Fixed Deposit,27-06-2023
305369,200048,Savings,21536,789,44351,Fixed Deposit,05-02-2025
305370,204947,Business,55534,1155,4387,Mutual Fund,21-12-2024
305371,209617,Savings,66025,2550,42391,Mutual Fund,21-10-2023
305372,208659,Current,3101,3543,17566,Mutual Fund,07-04-2022
305373,208238,Business,11660,1744,49737,Mutual Fund,27-07-2024
305374,204719,Current,5041,4511,27711,Fixed Deposit,30-07-2024
305375,203827,Savings,93113,3309,46854,Fixed Deposit,26-10-2022
305376,201293,Business,78211,4819,21371,Mutual Fund,28-09-2022
305377,206100,Savings,77205,1803,35234,Mutual Fund,24-05-2022
305378,206908,Current,77222,3506,23044,Mutual Fund,28-03-2022
305379,201316,Current,76170,4542,35637,Recurring Deposit,26-08-2024
305380,207750,Savings,76634,3202,45923,Mutual Fund,02-10-2024
305381,200498,Current,57413,883,34433,Mutual Fund,23-11-2023
305382,209892,Savings,4284,1151,22992,Mutual Fund,02-07-2024
305383,200486,Current,37409,528,13159,Recurring Deposit,18-07-2024
305384,207579,Current,74432,1995,9427,Recurring Deposit,31-07-2022
305385,204474,Current,20084,1288,40946,Mutual Fund,07-07-2023
305386,208966,Current,65326,1550,14967,Recurring Deposit,10-02-2023
305387,205740,Business,48315,773.1935764,2443,Recurring Deposit,06-09-2023
305388,200888,Business,91244,938,12610,Fixed Deposit,12-02-2023
305389,204787,Savings,8333,2463,25348,Mutual Fund,22-12-2023
305390,207332,Savings,98195,931,34691,Fixed Deposit,18-12-2024
305391,204109,Savings,84992,198,45639,Mutual Fund,25-05-2024
305392,207736,Savings,64313,2066,42370,Mutual Fund,28-10-2022
305393,207171,Current,32703,4873,12463,Recurring Deposit,26-11-2022
305394,201104,Current,8566,292,36504,Mutual Fund,31-12-2022
305395,209069,Current,70452,3063.74234,48924,Recurring Deposit,26-02-2023
305396,200180,Savings,55182,4857,27986,Recurring Deposit,03-11-2024
305397,204767,Business,99351,4289,3371,Fixed Deposit,17-04-2023
305398,200869,Savings,89115,3883,31131,Recurring Deposit,16-01-2023
305399,208408,Business,35875,4522,10336,Fixed Deposit,15-09-2022
305400,205385,Business,73152,869,28851,Recurring Deposit,27-12-2022
305401,202810,Current,9982,3777,11426,Fixed Deposit,26-01-2025
305402,208816,Current,22956,2543,32435,Mutual Fund,18-08-2024
305403,206333,Savings,48923,2125,5850,Mutual Fund,13-06-2022
305404,200631,Savings,2877,969,39591,Recurring Deposit,20-07-2024
305405,207567,Business,48854,3966,7967,Mutual Fund,06-03-2024
305406,200130,Business,70397,1221,23459,Mutual Fund,16-12-2024
305407,208721,Current,16896,3081,10112,Mutual Fund,21-07-2024
305408,206559,Business,56478,3676,37947,Recurring Deposit,12-07-2022
305409,201147,Business,30934,3459,21785,Mutual Fund,15-06-2023
305410,200561,Savings,33259,1853,21713,Mutual Fund,27-01-2025
305411,203586,Savings,97051,2209,46573,Mutual Fund,03-07-2022
305412,201095,Business,65415,4931,5306,Fixed Deposit,14-04-2023
305413,202172,Business,96796,4827,23283,Mutual Fund,20-08-2022
305414,207172,Business,94721,1719.289675,28370,Mutual Fund,21-01-2023
305415,200083,Savings,38475,659,1622,Fixed Deposit,07-09-2024
305416,202987,Savings,81802,4078,38540,Recurring Deposit,15-04-2024
305417,206875,Current,70605,4816,6385,Recurring Deposit,16-08-2023
305418,205142,Current,24258,2449,19262,Fixed Deposit,26-09-2023
305419,205079,Current,4489,156,24505,Fixed Deposit,06-10-2022
305420,200905,Current,38435,1559,46076,Recurring Deposit,26-01-2025
305421,206793,Savings,51840,1690,40861,Mutual Fund,02-01-2025
305422,203232,Current,36381,249,42966,Recurring Deposit,20-03-2023
305423,203144,Savings,7910,3824.248539,23389,Recurring Deposit,23-08-2022
305424,209312,Savings,28034,423,29300,Recurring Deposit,06-06-2023
305425,209801,Current,25596,2656,37801,Fixed Deposit,07-11-2024
305426,208730,Savings,65431,2507,27877,Mutual Fund,07-07-2022
305427,206205,Business,94875,2830,47657,Mutual Fund,15-01-2023
305428,208593,Current,22986,1503,8825,Mutual Fund,27-07-2023
305429,200198,Current,14302,1523,3850,Mutual Fund,13-04-2024
305430,205333,Business,29302,3405,20311,Recurring Deposit,19-02-2024
305431,206921,Current,23532,3767,25808,Mutual Fund,13-08-2023
305432,209723,Savings,89025,4653,46513,Mutual Fund,02-11-2024
305433,204122,Savings,69256,3401.080921,33868,Mutual Fund,08-01-2025
305434,205100,Savings,28544,2754,9095,Mutual Fund,08-07-2023
305435,200971,Current,73312,335,6271,Fixed Deposit,02-03-2025
305436,205314,Business,12984,4451,29140,Fixed Deposit,13-09-2024
305437,205558,Business,55195,4132,23310,Mutual Fund,12-11-2022
305438,208042,Current,85651,380,42697,Mutual Fund,15-08-2024
305439,202370,Savings,22267,1416,29185,Mutual Fund,17-08-2024
305440,208089,Savings,46801,1141,5862,Fixed Deposit,08-10-2023
305441,207981,Current,58655,4594,6929,Recurring Deposit,25-07-2023
305442,209825,Current,85598,3111,21036,Mutual Fund,15-01-2024
305443,205321,Savings,9711,4742,39184,Fixed Deposit,07-12-2022
305444,207618,Current,7994,355,32391,Recurring Deposit,28-03-2022
305445,208951,Business,29735,3183,15353,Fixed Deposit,20-07-2023
305446,201371,Business,76420,1996,5793,Mutual Fund,07-04-2023
305447,202058,Current,78231,517,13149,Recurring Deposit,28-02-2023
305448,208626,Savings,66401,2622,3688,Mutual Fund,10-12-2024
305449,203103,Business,61040,2044,23167,Fixed Deposit,27-01-2024
305450,200839,Current,69167,2095,27798,Fixed Deposit,24-05-2023
305451,206291,Savings,63832,3896,26424,Fixed Deposit,30-09-2023
305452,206412,Current,25590,533,11814,Recurring Deposit,15-10-2022
305453,207801,Current,14635,160,14533,Recurring Deposit,08-02-2025
305454,204738,Current,2342,3318,47180,Fixed Deposit,18-08-2023
305455,205006,Current,27714,3131,4494,Recurring Deposit,04-04-2024
305456,206907,Current,77709,1104,31742,Fixed Deposit,09-03-2024
305457,202299,Savings,63766,3831,21825,Fixed Deposit,10-02-2024
305458,202615,Business,45300,1345,20060,Fixed Deposit,29-09-2023
305459,200891,Savings,68039,726,26311,Recurring Deposit,08-07-2023
305460,204010,Business,69706,3575,5524,Recurring Deposit,15-04-2024
305461,208952,Current,11227,820,30123,Mutual Fund,24-07-2024
305462,201225,Current,39255,1221,9725,Recurring Deposit,06-09-2022
305463,202296,Savings,43285,4817.376734,24664,Mutual Fund,19-12-2022
305464,204909,Savings,53003,3893,13044,Mutual Fund,17-12-2024
305465,206516,Business,39921,2999,25903,Fixed Deposit,18-10-2024
305466,208367,Current,6558,3493,35405,Recurring Deposit,26-07-2022
305467,203176,Savings,40190,874,5296,Recurring Deposit,30-05-2023
305468,200864,Current,70547,4286,26529,Mutual Fund,24-10-2022
305469,209878,Current,99819,3954,40019,Fixed Deposit,04-07-2024
305470,206582,Current,9605,438,5507,Fixed Deposit,20-01-2023
305471,202101,Business,50075,4393,13416,Fixed Deposit,03-05-2023
305472,202368,Current,13512,2075,48246,Fixed Deposit,18-11-2024
305473,201242,Business,26839,3652,20334,Mutual Fund,17-07-2022
305474,200927,Savings,90831,2591,20856,Recurring Deposit,16-07-2022
305475,205588,Savings,6237,4059,37299,Recurring Deposit,18-04-2022
305476,206891,Current,25081,1727,37150,Fixed Deposit,16-05-2024
305477,202943,Current,71047,4207,27558,Recurring Deposit,26-11-2024
305478,204499,Business,21896,831,19550,Mutual Fund,08-05-2022
305479,200346,Current,40737,2010,43204,Mutual Fund,09-09-2024
305480,206819,Current,49957,2664,31519,Recurring Deposit,05-09-2024
305481,200488,Current,39598,4982,32757,Mutual Fund,10-12-2023
305482,202847,Business,21365,2475,35380,Fixed Deposit,22-09-2024
305483,202406,Business,84559,2383,5212,Mutual Fund,14-02-2023
305484,209272,Current,97367,2696,4127,Mutual Fund,16-05-2022
305485,207708,Current,14325,127,40839,Recurring Deposit,24-07-2024
305486,207085,Savings,51792,1294,2908,Mutual Fund,29-04-2023
305487,201110,Business,12763,4392,41538,Mutual Fund,12-07-2024
305488,202425,Savings,51982,2899,38271,Mutual Fund,06-07-2024
305489,209122,Current,98508,1851,46964,Fixed Deposit,23-03-2024
305490,206222,Current,8853,2779,23620,Fixed Deposit,30-12-2024
305491,209578,Current,15225,233,48261,Recurring Deposit,06-11-2022
305492,200969,Current,75130,3032,10434,Fixed Deposit,10-10-2023
305493,204403,Business,11217,3391,46196,Mutual Fund,20-11-2023
305494,201934,Current,8972,2275,47690,Recurring Deposit,02-03-2023
305495,203160,Savings,16598,2927,34477,Mutual Fund,21-09-2024
305496,204786,Savings,21215,1522,34594,Fixed Deposit,16-06-2023
305497,207454,Savings,49054,3746,33276,Mutual Fund,14-10-2022
305498,206799,Business,18030,599,47609,Recurring Deposit,11-03-2024
305499,200163,Savings,83246,3079,22551,Fixed Deposit,07-05-2024
305500,205414,Business,58343,1130,17476,Fixed Deposit,21-05-2024
305501,208842,Business,44764,4414,17409,Recurring Deposit,08-08-2022
305502,207920,Current,78363,1044,12302,Recurring Deposit,27-11-2023
305503,207922,Business,96269,4857,29836,Recurring Deposit,07-10-2023
305504,207641,Business,72669,1431,17061,Mutual Fund,09-05-2024
305505,202094,Business,53031,454.6253334,46503,Fixed Deposit,06-04-2022
305506,204101,Current,13282,270,1492,Mutual Fund,13-01-2025
305507,209762,Current,80223,3288,38309,Mutual Fund,27-03-2023
305508,209338,Current,12977,3849,49611,Mutual Fund,29-10-2024
305509,204852,Savings,99943,702,7026,Fixed Deposit,15-02-2025
305510,205007,Savings,57953,310,46835,Recurring Deposit,03-12-2022
305511,202568,Business,15507,848,32259,Fixed Deposit,27-05-2024
305512,204938,Savings,83852,3507,49100,Mutual Fund,25-10-2022
305513,203796,Current,92455,1327,36767,Recurring Deposit,12-02-2024
305514,205933,Savings,54018,3990,45215,Fixed Deposit,23-11-2022
305515,202374,Current,47272,4986,18284,Recurring Deposit,24-12-2022
305516,201931,Savings,19304,4374,38004,Mutual Fund,16-08-2024
305517,207026,Current,99735,1493,41306,Recurring Deposit,15-08-2024
305518,206887,Savings,74556,3419,11668,Mutual Fund,08-01-2025
305519,207173,Business,29836,4945,37424,Recurring Deposit,03-11-2022
305520,204138,Savings,26947,4441,15750,Mutual Fund,10-04-2024
305521,207449,Savings,6158,2241,21950,Recurring Deposit,29-09-2023
305522,201589,Business,26793,2547,38754,Fixed Deposit,22-05-2022
305523,202943,Business,98347,515,3703,Mutual Fund,23-02-2023
305524,207818,Current,45801,1567,25501,Recurring Deposit,16-04-2024
305525,205334,Business,16344,1528,38843,Fixed Deposit,16-03-2023
305526,203096,Savings,27215,4449,49686,Recurring Deposit,26-06-2022
305527,200907,Current,66809,2599,30831,Fixed Deposit,05-05-2023
305528,204672,Savings,69264,618,20119,Recurring Deposit,15-10-2023
305529,208451,Current,18249,846,14503,Fixed Deposit,19-03-2023
305530,208128,Current,53346,2473,7449,Fixed Deposit,26-05-2022
305531,205537,Business,44510,4471,13434,Recurring Deposit,22-01-2025
305532,205594,Savings,75918,4367,38930,Recurring Deposit,05-02-2023
305533,209324,Current,98945,2447,27596,Fixed Deposit,02-06-2024
305534,202762,Current,10674,3230,39490,Mutual Fund,03-10-2023
305535,209869,Current,93775,3633,25151,Fixed Deposit,13-11-2023
305536,200869,Current,18922,3405,49836,Recurring Deposit,19-03-2024
305537,202031,Business,71320,2821,6300,Fixed Deposit,25-02-2024
305538,208124,Business,46027,4439,37014,Fixed Deposit,01-06-2022
305539,209780,Savings,19575,1935,40717,Mutual Fund,21-05-2022
305540,205237,Current,13770,800,9248,Mutual Fund,22-12-2024
305541,208766,Savings,26722,632,44272,Recurring Deposit,06-08-2023
305542,208332,Savings,80893,4847,8000,Mutual Fund,28-08-2022
305543,204094,Business,52535,4705,1654,Fixed Deposit,18-03-2025
305544,203372,Current,21064,1589,11987,Recurring Deposit,07-06-2024
305545,206368,Business,17716,2455,2562,Recurring Deposit,29-11-2024
305546,209398,Current,24600,1852,2196,Recurring Deposit,19-05-2023
305547,206304,Current,6628,3165,11228,Mutual Fund,04-05-2023
305548,209277,Savings,56579,4721,13293,Fixed Deposit,04-09-2024
305549,200396,Savings,4307,3061,7962,Mutual Fund,13-07-2024
305550,201864,Business,39287,3104,13060,Fixed Deposit,22-08-2024
305551,206372,Business,82983,4903,36040,Recurring Deposit,16-12-2022
305552,208629,Current,88227,3747,10297,Recurring Deposit,27-10-2023
305553,206557,Savings,37033,4363,5236,Fixed Deposit,30-12-2024
305554,206752,Savings,90113,2816,45563,Recurring Deposit,30-10-2023
305555,205951,Current,6506,2293,24393,Fixed Deposit,09-10-2023
305556,200651,Business,51795,4903,15417,Mutual Fund,18-09-2024
305557,202177,Current,48380,4830,26213,Fixed Deposit,29-12-2024
305558,208846,Savings,19207,1488,44974,Mutual Fund,19-07-2022
305559,200848,Business,53216,4193,38412,Recurring Deposit,31-05-2024
305560,209378,Current,9388,2725,6583,Recurring Deposit,15-04-2023
305561,208669,Savings,17407,3542,1461,Fixed Deposit,26-10-2023
305562,201061,Business,83496,1903,40565,Fixed Deposit,02-03-2023
305563,200975,Current,5886,4641,39976,Fixed Deposit,31-05-2024
305564,205883,Business,9783,2801,39199,Recurring Deposit,11-12-2023
305565,200518,Current,84975,4909,21384,Fixed Deposit,20-09-2023
305566,202948,Savings,58709,362,20655,Fixed Deposit,07-09-2023
305567,207996,Current,47730,1554,49864,Mutual Fund,15-04-2024
305568,203802,Current,23072,797,32481,Recurring Deposit,07-04-2024
305569,208256,Savings,30707,1714,36193,Fixed Deposit,14-10-2024
305570,204032,Business,46036,1550,49477,Mutual Fund,31-03-2022
305571,209044,Business,69679,469,4475,Fixed Deposit,08-05-2024
305572,209153,Savings,53105,2327,36205,Recurring Deposit,22-10-2022
305573,208197,Savings,46118,1851,45928,Fixed Deposit,02-02-2024
305574,204359,Business,30858,4901,21534,Fixed Deposit,03-12-2022
305575,204148,Savings,85517,2032,29703,Recurring Deposit,13-03-2023
305576,202312,Business,71545,4988,19961,Mutual Fund,18-07-2022
305577,202853,Savings,94689,4335,28428,Recurring Deposit,28-05-2024
305578,206303,Savings,9057,799,28838,Mutual Fund,14-12-2024
305579,207190,Savings,9857,895,36602,Recurring Deposit,31-05-2023
305580,202432,Savings,25083,843,23660,Fixed Deposit,12-02-2023
305581,204970,Savings,26368,4081,33055,Recurring Deposit,09-11-2022
305582,209471,Savings,80326,1372,44147,Recurring Deposit,05-01-2023
305583,200617,Business,94393,1116,15784,Recurring Deposit,20-11-2022
305584,202359,Savings,44471,1829,36013,Recurring Deposit,04-10-2023
305585,203931,Current,19676,4511,6328,Mutual Fund,11-10-2024
305586,205602,Business,44436,1994,9583,Mutual Fund,20-09-2022
305587,202079,Current,41183,2224,28106,Recurring Deposit,10-01-2025
305588,202885,Savings,30625,3133.315904,39715,Mutual Fund,13-03-2023
305589,208284,Business,3026,3533,47151,Recurring Deposit,25-12-2023
305590,209082,Current,91159,4839,34122,Fixed Deposit,15-08-2023
305591,204129,Savings,27637,2839,12343,Recurring Deposit,13-09-2022
305592,203360,Business,86104,2706,48686,Recurring Deposit,07-04-2024
305593,209559,Savings,63527,733,46584,Recurring Deposit,01-02-2025
305594,206456,Current,88324,3110,44570,Fixed Deposit,02-04-2024
305595,207829,Business,84030,3388,4510,Fixed Deposit,03-04-2024
305596,205323,Business,34262,4602,6218,Fixed Deposit,11-02-2023
305597,204715,Business,16081,820,40610,Mutual Fund,23-09-2024
305598,204818,Business,54496,3617,11802,Fixed Deposit,26-11-2022
305599,203500,Business,43608,1176,18218,Fixed Deposit,20-12-2024
305600,205095,Current,69833,2498,24156,Fixed Deposit,19-12-2023
305601,207674,Business,45214,753,37048,Fixed Deposit,24-04-2022
305602,209677,Business,62520,3474,17543,Mutual Fund,03-04-2023
305603,205302,Savings,93076,1653,5170,Mutual Fund,27-05-2022
305604,207226,Business,66489,1446,43669,Mutual Fund,05-10-2022
305605,209504,Current,48489,1232,34443,Fixed Deposit,27-08-2024
305606,206239,Current,45124,4934,33843,Mutual Fund,26-09-2024
305607,206648,Current,43689,352,37154,Recurring Deposit,26-11-2022
305608,208402,Savings,73145,1018,11451,Mutual Fund,16-10-2022
305609,207949,Business,40017,3266,40198,Mutual Fund,22-11-2024
305610,207738,Current,12875,3615,49388,Mutual Fund,25-05-2024
305611,208974,Business,48139,2336,40507,Fixed Deposit,20-05-2022
305612,208094,Current,21192,4852,14031,Fixed Deposit,25-08-2024
305613,207136,Current,46630,2271,7506,Mutual Fund,04-11-2022
305614,207370,Current,62825,4030,24214,Fixed Deposit,15-06-2022
305615,200111,Savings,12646,1900,13535,Recurring Deposit,04-12-2022
305616,209580,Business,15537,4355,18065,Recurring Deposit,26-04-2023
305617,205242,Business,20086,1480,17128,Mutual Fund,25-12-2022
305618,203784,Business,36261,1371,25714,Recurring Deposit,31-05-2024
305619,200696,Business,13546,4503,15060,Mutual Fund,10-12-2023
305620,207737,Current,34021,1585,14091,Recurring Deposit,07-10-2024
305621,209052,Business,17259,1049,38498,Mutual Fund,12-08-2024
305622,208446,Savings,17813,4217,26918,Fixed Deposit,05-12-2024
305623,201252,Savings,84497,2793.176969,41894,Fixed Deposit,18-04-2022
305624,209556,Savings,22193,912,6627,Fixed Deposit,11-01-2025
305625,202974,Business,40966,383,34052,Mutual Fund,04-06-2023
305626,209780,Savings,92300,4262,42256,Mutual Fund,01-08-2022
305627,203409,Current,38642,593,3901,Recurring Deposit,20-02-2023
305628,200257,Savings,70308,3721,29712,Fixed Deposit,16-02-2024
305629,203131,Business,96149,1738,1138,Fixed Deposit,18-10-2024
305630,205077,Current,9261,105,25158,Mutual Fund,22-03-2024
305631,208623,Savings,96466,1777,10597,Mutual Fund,07-04-2024
305632,200117,Business,93049,1591,13138,Recurring Deposit,10-12-2022
305633,206076,Business,4333,3478,48014,Mutual Fund,24-02-2023
305634,202947,Business,84173,4173,19126,Recurring Deposit,19-12-2023
305635,206169,Current,5875,2224,32842,Recurring Deposit,09-10-2024
305636,200339,Business,82158,4751,33208,Fixed Deposit,28-10-2022
305637,201276,Savings,15989,2897,42715,Fixed Deposit,11-09-2024
305638,208723,Savings,2736,1168,27654,Mutual Fund,28-12-2022
305639,203375,Savings,96330,3542,38596,Recurring Deposit,13-11-2024
305640,206520,Business,9494,556,27397,Recurring Deposit,08-01-2025
305641,201596,Business,28910,1747,32164,Recurring Deposit,22-05-2024
305642,200150,Savings,58894,1897,32172,Recurring Deposit,05-05-2023
305643,200828,Current,92831,447,29252,Fixed Deposit,06-12-2022
305644,207870,Current,58746,2043.605278,29179,Mutual Fund,18-02-2025
305645,208466,Current,6754,2358,18864,Recurring Deposit,04-09-2023
305646,209419,Current,53506,2498,10460,Mutual Fund,23-02-2024
305647,209443,Business,57380,1170,48972,Mutual Fund,02-10-2024
305648,208010,Current,61993,1615,8286,Fixed Deposit,23-09-2024
305649,208448,Savings,10011,4612,32249,Mutual Fund,05-07-2022
305650,200680,Business,47075,633,12472,Fixed Deposit,13-03-2023
305651,208073,Business,14197,3398.702599,12856,Recurring Deposit,29-10-2023
305652,206479,Savings,31496,4948,26017,Mutual Fund,09-11-2023
305653,209834,Savings,9797,1840,35556,Recurring Deposit,12-10-2022
305654,203111,Current,97597,587,15149,Recurring Deposit,05-09-2022
305655,202982,Business,39551,176,47840,Fixed Deposit,15-04-2022
305656,205075,Current,85191,3183,32413,Fixed Deposit,29-01-2023
305657,209991,Current,39060,2152,16341,Recurring Deposit,10-06-2024
305658,206473,Business,9907,2864,44817,Recurring Deposit,12-05-2024
305659,200242,Savings,93918,2586,6385,Mutual Fund,16-02-2025
305660,205054,Business,80030,2786,34115,Recurring Deposit,02-01-2024
305661,200479,Savings,90086,1967,3660,Mutual Fund,08-11-2022
305662,205214,Savings,60258,2989,10004,Recurring Deposit,16-10-2024
305663,205030,Current,74268,1650,49310,Mutual Fund,17-08-2022
305664,208965,Current,18345,1701,42492,Fixed Deposit,21-12-2022
305665,208400,Current,79695,2441,48400,Fixed Deposit,29-03-2024
305666,209737,Business,54010,2372,10795,Mutual Fund,30-10-2024
305667,208148,Business,54073,4293,21196,Mutual Fund,07-10-2024
305668,202625,Savings,10409,1426,19942,Mutual Fund,20-05-2022
305669,200480,Savings,1556,1853,27547,Recurring Deposit,23-06-2024
305670,207691,Business,34151,851,23149,Recurring Deposit,10-05-2024
305671,201548,Business,16717,4192,8192,Fixed Deposit,19-09-2022
305672,209195,Savings,54671,3787,17637,Mutual Fund,12-08-2022
305673,201958,Savings,12944,4465,30929,Fixed Deposit,08-04-2024
305674,201637,Business,18302,2139,44938,Mutual Fund,08-01-2025
305675,203756,Current,24079,1778,3155,Mutual Fund,09-10-2022
305676,202260,Business,62256,1286,39695,Fixed Deposit,13-10-2024
305677,201192,Current,90597,3330,9255,Mutual Fund,05-07-2024
305678,209423,Current,46476,1836,36414,Mutual Fund,22-03-2022
305679,202017,Business,56141,4182,25665,Mutual Fund,07-02-2025
305680,207042,Savings,46753,1929,25571,Fixed Deposit,23-12-2024
305681,200520,Current,53116,2530,1545,Mutual Fund,20-01-2024
305682,205035,Business,44930,4410,33461,Fixed Deposit,08-06-2024
305683,208210,Current,71538,4988,23295,Recurring Deposit,03-01-2024
305684,209701,Current,53774,4312,15845,Fixed Deposit,17-10-2023
305685,204625,Savings,84677,3563,40805,Mutual Fund,27-05-2022
305686,202284,Current,19606,4619,5535,Fixed Deposit,08-03-2025
305687,202151,Business,98516,4969,30152,Fixed Deposit,21-06-2024
305688,200936,Current,99862,4276,40147,Fixed Deposit,16-01-2024
305689,200236,Business,16469,2755,16595,Recurring Deposit,12-03-2023
305690,203173,Current,71117,1310,13942,Mutual Fund,07-04-2024
305691,201971,Savings,78187,233,15690,Recurring Deposit,03-11-2023
305692,209134,Savings,8441,3888,8181,Recurring Deposit,16-09-2023
305693,200390,Current,47769,686,40853,Recurring Deposit,21-09-2024
305694,202808,Savings,94691,3009,14669,Recurring Deposit,07-03-2025
305695,203851,Current,93764,314,38612,Mutual Fund,31-08-2024
305696,205080,Current,41867,2462,22156,Fixed Deposit,19-08-2022
305697,205143,Savings,86594,2264,33331,Recurring Deposit,10-01-2024
305698,203503,Savings,64732,417,14855,Mutual Fund,14-10-2022
305699,209470,Current,60904,3871.834546,41449,Recurring Deposit,20-04-2023
305700,207665,Business,68618,170,24392,Fixed Deposit,31-03-2024
305701,200629,Business,49389,4802,40313,Recurring Deposit,17-03-2023
305702,204494,Savings,32803,3412,38998,Mutual Fund,29-07-2022
305703,208347,Savings,17483,2583.713308,10465,Fixed Deposit,04-06-2023
305704,205978,Business,2668,1145,26743,Fixed Deposit,05-10-2024
305705,201150,Business,61651,2185,45888,Fixed Deposit,12-07-2024
305706,208468,Current,79495,753,30017,Mutual Fund,15-12-2023
305707,203051,Savings,60302,1897,28791,Recurring Deposit,25-04-2023
305708,207194,Current,98534,4433,9299,Recurring Deposit,08-01-2023
305709,207086,Current,30420,4064,39223,Mutual Fund,29-03-2022
305710,207735,Business,93766,2330.030795,42482,Mutual Fund,01-04-2022
305711,208174,Current,35855,3191,49647,Fixed Deposit,03-09-2024
305712,208828,Savings,82132,1949,37290,Recurring Deposit,09-06-2024
305713,200873,Savings,51411,3669,13084,Recurring Deposit,20-09-2022
305714,209101,Savings,17457,3288,22819,Recurring Deposit,05-06-2024
305715,200020,Current,5954,4862,3255,Recurring Deposit,01-04-2022
305716,205645,Current,73525,3659,31337,Mutual Fund,24-10-2023
305717,205360,Savings,30187,616,13146,Mutual Fund,31-12-2024
305718,206250,Business,11483,4260,2890,Fixed Deposit,03-02-2023
305719,204811,Business,13833,4852,43216,Fixed Deposit,21-02-2025
305720,208731,Savings,62093,2312,44978,Mutual Fund,24-07-2023
305721,208048,Current,43812,3430,1060,Recurring Deposit,16-12-2023
305722,202980,Current,59450,1036,46752,Fixed Deposit,04-10-2023
305723,205733,Current,13446,2392,2824,Mutual Fund,02-09-2022
305724,200241,Current,70506,3907,35955,Recurring Deposit,16-11-2022
305725,203053,Savings,27076,4775,10398,Mutual Fund,11-01-2024
305726,200395,Current,35636,3067,2003,Mutual Fund,27-12-2024
305727,205322,Savings,34434,1984,39637,Fixed Deposit,15-09-2024
305728,204315,Savings,41106,2578,34264,Mutual Fund,19-04-2023
305729,204514,Current,77731,4189,41416,Mutual Fund,30-04-2023
305730,203297,Business,33351,4700,41286,Fixed Deposit,30-06-2024
305731,205333,Current,49880,4578,1222,Mutual Fund,07-01-2024
305732,202406,Business,58329,3683,14572,Fixed Deposit,14-08-2024
305733,208692,Business,7948,4527,27580,Mutual Fund,10-10-2023
305734,203542,Savings,32974,938,32249,Mutual Fund,26-10-2024
305735,207947,Business,50797,1262,38713,Recurring Deposit,23-05-2023
305736,208978,Business,98850,4965,18539,Fixed Deposit,10-02-2025
305737,202261,Savings,14442,1396,44795,Recurring Deposit,28-11-2023
305738,202539,Current,56795,224,32796,Recurring Deposit,31-01-2023
305739,208413,Business,87476,2180,31261,Recurring Deposit,22-12-2023
305740,201923,Current,60418,4496,33795,Recurring Deposit,25-07-2024
305741,206412,Savings,93404,177,15574,Fixed Deposit,03-08-2024
305742,201107,Business,58473,2452,9268,Mutual Fund,08-04-2024
305743,204838,Savings,26919,1229,38026,Recurring Deposit,23-12-2022
305744,206021,Savings,53455,2679,10105,Fixed Deposit,17-10-2023
305745,202091,Savings,2611,4306,34184,Mutual Fund,05-08-2024
305746,201611,Business,77342,4376,7948,Mutual Fund,30-07-2024
305747,205071,Savings,4704,2512,44235,Recurring Deposit,10-04-2024
305748,203948,Current,63795,2025.721318,13424,Fixed Deposit,19-04-2023
305749,208016,Savings,86398,2900,17921,Recurring Deposit,10-07-2023
305750,200160,Business,92839,4360,12264,Mutual Fund,03-09-2024
305751,209592,Business,33734,583,15423,Mutual Fund,06-09-2023
305752,204403,Business,35744,4211.497857,21125,Fixed Deposit,20-03-2025
305753,202386,Current,18396,551,15571,Mutual Fund,29-11-2023
